protocol,flow_duration,total_packets,total_bytes,bytes_per_sec,mean_pkt_len,std_pkt_len,max_pkt_len,min_pkt_len,uplink_packet_count,uplink_byte_count,uplink_mean_size,uplink_std_size,downlink_packet_count,downlink_byte_count,downlink_mean_size,downlink_std_size,uplink_downlink_ratio,uplink_bytes_ratio,iat_mean,iat_std,iat_max,first_10_pkts_len_mean,first_10_pkts_len_std,pkt_len_entropy,label,source_file
tcp,0.17951703071594238,15,2973,16561.10279979122,198.2,279.90955682148467,1084,54,8,2050,256.25,354.2508821442792,7,923,131.85714285714286,127.34814886918522,1.1428571428571428,2.221018418201517,0.012822645051138741,0.02140469735039329,0.08415102958679199,230.3,322.3671974627692,1.3699740752745009,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.010909080505371,5,370,24.648740327161,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7527272701263428,2.7045152990953025,8.040994882583618,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,74.63321709632874,55,13452,180.2414598132299,244.5818181818182,357.4291889647052,1466,54,27,5002,185.25925925925927,190.13963535461156,28,8450,301.7857142857143,457.6252644392148,0.9642857142857143,0.5919526627218935,1.3820966128949765,5.931481168010899,30.369168996810913,648.9,636.0054166436006,1.5169840591679324,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,30.338171005249023,35,11038,363.83208460688803,315.37142857142857,473.28349014181373,1466,54,17,3324,195.52941176470588,347.56381007827116,18,7714,428.55555555555554,543.2181086637733,0.9444444444444444,0.43090484832771586,0.8922991472132066,3.524759543480467,15.006391048431396,626.3,619.5924547636131,1.4693857385344486,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.031041860580444,5,370,24.61572547212053,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.757760465145111,2.6932761334522732,8.026844024658203,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,74.43240404129028,120,22289,299.4529101550382,185.74166666666667,301.09163875895916,1466,54,54,9426,174.55555555555554,271.28327866632435,66,12863,194.8939393939394,323.1555179029872,0.8181818181818182,0.7327995024488844,0.625482386901599,2.716550152786633,15.456233978271484,625.7,619.2485849802163,1.1954997518781447,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,33.77412700653076,69,21876,647.7147431751509,317.04347826086956,468.03803991266886,1466,54,31,11631,375.19354838709677,516.2610879449647,38,10245,269.60526315789474,418.722464261905,0.8157894736842105,1.135285505124451,0.49667833833133473,2.554234794267342,15.052718162536621,625.7,619.2485849802163,1.5041756973997202,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,70.73537516593933,35,9571,135.30712147277407,273.45714285714286,440.2628009241197,1466,54,16,1541,96.3125,124.03715106269573,19,8030,422.63157894736844,543.5285506011248,0.8421052631578947,0.19190535491905356,2.0804522107629215,10.22996164836008,59.96243977546692,722.4,616.2421926483125,1.1755126581331476,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,14.748039960861206,32,9554,647.8148978002971,298.5625,419.93563029796604,1466,54,16,3729,233.0625,364.0114127245875,16,5825,364.0625,460.0076723205277,1.0,0.6401716738197425,0.4757432245439099,1.9811216962906657,10.624335050582886,446.9,548.8330256097934,1.5939514568588302,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
udp,4.011061191558838,5,6460,1610.5463595506553,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0027652978897095,0.5983938510287254,1.8853859901428223,1292.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.040755987167358,5,370,24.599827316903536,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7601889967918396,2.6836055206333995,8.011688947677612,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.019974946975708,5,370,24.63386265997068,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.754993736743927,2.6926583091217346,8.027343988418579,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.035569190979004,5,370,24.608313479877538,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.758892297744751,2.6915255086175716,8.030497074127197,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.039374113082886,5,370,24.602087641275823,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7598435282707214,2.693271648498658,8.030102968215942,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.037883043289185,5,370,24.6045270424627,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.759470760822296,2.6942111884425777,8.031037092208862,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.045428991317749,5,370,24.59218678400699,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7613572478294373,2.6964002374518863,8.037302017211914,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.041323900222778,5,370,24.598898504839717,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7603309750556946,2.6981915447377407,8.024369955062866,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.039131879806519,5,370,24.602483903795658,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7597829699516296,2.6908920186590546,8.0238938331604,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
udp,4.014300107955933,5,6460,1609.246898904479,1292.0,0.0,1292,1292,5,6460,1292.0,0.0,0,0,0.0,0.0,999.0,999.0,1.0035750269889832,0.5971176448420555,1.8678832054138184,1292.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.021306991577148,5,370,24.631678202666983,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.755326747894287,2.6909529913331856,8.017130136489868,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.018250942230225,5,370,24.636690479021564,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.754562735557556,2.68425081598069,8.003567934036255,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
tcp,15.034090042114258,5,370,24.610734601398367,74.0,0.0,74,74,5,370,74.0,0.0,0,0,0.0,0.0,999.0,999.0,3.7585225105285645,2.702203534094588,8.049703121185303,74.0,0.0,-0.0,common,1690185746_clear_class_10__type_null_url_0_normal.pcap
